GISJOIN,YEAR,ANRCA,RES_ONLYA,TRUSTA,AIANHHA,RES_TRSTA,BLOCKA,BLCK_GRPA,TRACTA,CDA,C_CITYA,COUNTY,COUNTYA,CTY_SUBA,DIVISIONA,MSA_CMSAA,PLACEA,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,CD103A,ANPSADPI,ET2001,ET2002,ET2003,ET2004,ET2005,ET2006,ET2007,ET2008,ET2009,ET2010,ESN001,ESN002,ES1001,ES1002,ETQ001,ETQ002,ETQ003,ETQ004,ETQ005,ETQ006
"G130015096101","1990",,,,,,,"1","9610",,,"Bartow","015",,"5","9999",,"9999","3","Georgia","13",,,,"BG 1",1708,24,5,0,2,9,0,0,0,3,582,61,438,144,11,25,0,4,1,20
"G130015096102","1990",,,,,,,"2","9610",,,"Bartow","015",,"5","9999",,"9999","3","Georgia","13",,,,"BG 2",1317,28,1,1,0,6,0,0,0,1,460,31,380,80,3,6,1,5,0,16
"G130017096011","1990",,,,,,,"1","9601",,,"Ben Hill","017",,"5","9999",,"9999","3","Georgia","13",,,,"BG 1",1557,124,5,0,0,5,0,0,0,1,608,133,504,104,23,5,2,66,8,29
"G130017096021","1990",,,,,,,"1","9602",,,"Ben Hill","017",,"5","9999",,"9999","3","Georgia","13",,,,"BG 1",1016,228,0,0,0,0,7,0,0,0,417,68,337,80,13,4,4,17,0,30
"G130017096031","1990",,,,,,,"1","9603",,,"Ben Hill","017",,"5","9999",,"9999","3","Georgia","13",,,,"BG 1",1111,5,4,2,0,3,0,0,0,0,468,40,334,134,9,25,0,2,0,4
"G130017096032","1990",,,,,,,"2","9603",,,"Ben Hill","017",,"5","9999",,"9999","3","Georgia","13",,,,"BG 2",572,295,0,5,0,1,0,0,0,0,344,65,207,137,20,7,2,1,0,35
"G130017096033","1990",,,,,,,"3","9603",,,"Ben Hill","017",,"5","9999",,"9999","3","Georgia","13",,,,"BG 3",588,333,0,0,0,0,0,0,0,0,337,34,211,126,14,5,0,1,0,14
"G130017096034","1990",,,,,,,"4","9603",,,"Ben Hill","017",,"5","9999",,"9999","3","Georgia","13",,,,"BG 4",567,98,0,3,0,0,0,0,0,1,263,38,187,76,18,7,7,0,0,6
"G130017096041","1990",,,,,,,"1","9604",,,"Ben Hill","017",,"5","9999",,"9999","3","Georgia","13",,,,"BG 1",935,212,1,0,0,6,0,0,0,0,436,38,240,196,18,6,3,1,0,10
"G130017096042","1990",,,,,,,"2","9604",,,"Ben Hill","017",,"5","9999",,"9999","3","Georgia","13",,,,"BG 2",403,343,0,2,0,16,0,0,0,0,279,36,170,109,9,2,1,1,1,22
"G130017096043","1990",,,,,,,"3","9604",,,"Ben Hill","017",,"5","9999",,"9999","3","Georgia","13",,,,"BG 3",197,532,0,0,2,1,0,0,0,0,247,43,123,124,10,7,0,0,0,26
"G130017096044","1990",,,,,,,"4","9604",,,"Ben Hill","017",,"5","9999",,"9999","3","Georgia","13",,,,"BG 4",478,487,0,0,0,4,6,0,0,0,357,76,238,119,20,5,29,1,0,21
"G130017096051","1990",,,,,,,"1","9605",,,"Ben Hill","017",,"5","9999",,"9999","3","Georgia","13",,,,"BG 1",1270,13,3,6,0,6,0,0,0,0,446,27,409,37,5,14,1,1,0,6
"G130017096052","1990",,,,,,,"2","9605",,,"Ben Hill","017",,"5","9999",,"9999","3","Georgia","13",,,,"BG 2",863,121,0,4,0,2,0,0,0,1,361,65,251,110,33,11,0,1,0,20
"G130017096053","1990",,,,,,,"3","9605",,,"Ben Hill","017",,"5","9999",,"9999","3","Georgia","13",,,,"BG 3",847,135,1,10,0,6,0,0,0,0,474,99,198,276,49,14,1,3,0,32
"G130017096054","1990",,,,,,,"4","9605",,,"Ben Hill","017",,"5","9999",,"9999","3","Georgia","13",,,,"BG 4",29,938,0,0,0,0,0,0,0,0,334,68,179,155,10,4,4,1,0,49
"G130017096055","1990",,,,,,,"5","9605",,,"Ben Hill","017",,"5","9999",,"9999","3","Georgia","13",,,,"BG 5",614,1204,2,2,0,1,7,0,0,4,601,73,374,227,30,8,6,7,0,22
"G130019097011","1990",,,,,,,"1","9701",,,"Berrien","019",,"5","9999",,"9999","3","Georgia","13",,,,"BG 1",750,38,0,0,0,43,0,0,0,6,305,43,249,56,8,2,3,7,1,22
"G130019097012","1990",,,,,,,"2","9701",,,"Berrien","019",,"5","9999",,"9999","3","Georgia","13",,,,"BG 2",288,497,3,0,0,44,2,0,0,4,275,44,214,61,6,1,2,2,2,31
"G130019097021","1990",,,,,,,"1","9702",,,"Berrien","019",,"5","9999",,"9999","3","Georgia","13",,,,"BG 1",961,92,1,3,0,8,0,0,0,8,400,54,296,104,5,4,5,1,2,37
"G130019097022","1990",,,,,,,"2","9702",,,"Berrien","019",,"5","9999",,"9999","3","Georgia","13",,,,"BG 2",1130,12,0,0,0,4,0,0,0,0,403,29,335,68,1,3,1,3,0,21
"G130019097031","1990",,,,,,,"1","9703",,,"Berrien","019",,"5","9999",,"9999","3","Georgia","13",,,,"BG 1",1034,35,3,0,0,5,0,0,0,0,450,58,276,174,22,5,3,6,1,21
"G130019097032","1990",,,,,,,"2","9703",,,"Berrien","019",,"5","9999",,"9999","3","Georgia","13",,,,"BG 2",1112,3,2,4,0,2,0,0,0,1,446,67,326,120,16,5,3,3,0,40
"G130019097041","1990",,,,,,,"1","9704",,,"Berrien","019",,"5","9999",,"9999","3","Georgia","13",,,,"BG 1",458,0,0,0,0,7,0,0,0,0,175,16,145,30,2,1,7,1,2,3
"G130019097042","1990",,,,,,,"2","9704",,,"Berrien","019",,"5","9999",,"9999","3","Georgia","13",,,,"BG 2",884,12,4,2,0,7,0,0,0,1,332,52,228,104,7,6,0,0,0,39
"G130019097043","1990",,,,,,,"3","9704",,,"Berrien","019",,"5","9999",,"9999","3","Georgia","13",,,,"BG 3",801,387,1,1,0,7,4,0,0,8,430,67,277,153,45,6,2,0,0,14
"G130019097044","1990",,,,,,,"4","9704",,,"Berrien","019",,"5","9999",,"9999","3","Georgia","13",,,,"BG 4",293,3,0,0,0,29,0,0,1,4,113,26,93,20,3,0,5,2,7,9
"G130019097051","1990",,,,,,,"1","9705",,,"Berrien","019",,"5","9999",,"9999","3","Georgia","13",,,,"BG 1",824,433,0,0,0,0,0,0,0,4,402,59,260,142,33,3,1,8,0,14
"G130019097052","1990",,,,,,,"2","9705",,,"Berrien","019",,"5","9999",,"9999","3","Georgia","13",,,,"BG 2",1972,5,0,2,0,44,0,0,0,1,721,71,594,127,20,6,4,13,0,28
"G130019097061","1990",,,,,,,"1","9706",,,"Berrien","019",,"5","9999",,"9999","3","Georgia","13",,,,"BG 1",916,105,9,12,0,21,0,0,0,4,400,80,296,104,18,6,0,3,0,53
"G130019097062","1990",,,,,,,"2","9706",,,"Berrien","019",,"5","9999",,"9999","3","Georgia","13",,,,"BG 2",755,20,4,5,0,8,0,0,0,0,297,43,215,82,18,3,1,2,1,18
"G130021001011","1990",,,,,,,"1","0101",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 1",5,783,1,0,0,0,9,1,0,1,305,70,82,223,43,8,5,1,0,13
"G130021001012","1990",,,,,,,"2","0101",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 2",27,765,0,0,0,1,0,0,0,1,338,59,120,218,38,5,3,0,0,13
"G130021001013","1990",,,,,,,"3","0101",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 3",1,470,1,0,0,0,0,0,0,0,186,56,65,121,20,3,0,1,0,32
"G130021001014","1990",,,,,,,"4","0101",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 4",16,583,0,0,0,0,2,0,0,0,226,35,80,146,28,0,5,0,0,2
"G130021001021","1990",,,,,,,"1","0102",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 1",168,121,0,6,0,2,0,0,0,0,155,39,40,115,28,0,0,0,0,11
"G130021001022","1990",,,,,,,"2","0102",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 2",592,188,0,0,1,3,5,0,0,0,449,40,95,354,33,1,1,0,0,5
"G130021001023","1990",,,,,,,"3","0102",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 3",189,365,3,0,0,5,3,0,0,1,268,53,64,204,32,3,0,0,0,18
"G130021001024","1990",,,,,,,"4","0102",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 4",849,59,0,2,0,3,0,0,0,1,448,42,287,161,12,6,14,0,0,10
"G130021001031","1990",,,,,,,"1","0103",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 1",140,675,0,1,0,3,0,0,0,0,275,80,91,184,63,6,6,0,0,5
"G130021001032","1990",,,,,,,"2","0103",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 2",189,907,0,1,1,1,2,0,0,0,392,46,196,196,19,1,12,1,0,13
"G130021001041","1990",,,,,,,"1","0104",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 1",79,961,1,1,0,1,1,0,0,0,362,77,145,217,25,3,17,0,0,32
"G130021001042","1990",,,,,,,"2","0104",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 2",17,1160,1,3,0,0,7,0,0,0,414,70,149,265,39,6,2,0,0,23
"G130021001043","1990",,,,,,,"3","0104",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 3",2,952,1,0,0,0,5,0,0,0,336,25,148,188,18,0,2,0,0,5
"G130021001044","1990",,,,,,,"4","0104",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 4",7,1254,0,0,0,0,3,0,0,2,460,82,192,268,70,1,2,0,1,8
"G130021001051","1990",,,,,,,"1","0105",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 1",212,29,0,1,0,4,0,0,0,3,34,1,3,31,1,0,0,0,0,0
"G130021001052","1990",,,,,,,"2","0105",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 2",1,654,0,0,0,0,0,0,0,0,259,32,23,236,27,0,1,0,0,4
"G130021001053","1990",,,,,,,"3","0105",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 3",22,1100,4,1,0,0,0,0,0,0,426,47,82,344,20,0,3,3,0,21
"G130021001061","1990",,,,,,,"1","0106",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 1",388,350,1,1,0,12,1,0,0,1,373,76,74,299,34,16,10,0,0,16
"G130021001062","1990",,,,,,,"2","0106",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 2",403,218,0,1,0,2,0,1,0,1,405,39,56,349,32,3,1,0,0,3
"G130021001063","1990",,,,,,,"3","0106",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 3",25,430,4,0,0,0,0,0,0,0,198,41,36,162,21,3,4,0,0,13
"G130021001064","1990",,,,,,,"4","0106",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 4",784,389,1,25,1,17,2,0,2,17,126,20,41,85,17,2,0,0,0,1
"G130021001071","1990",,,,,,,"1","0107",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 1",189,90,0,0,0,0,0,0,0,0,257,8,0,257,7,0,0,1,0,0
"G130021001072","1990",,,,,,,"2","0107",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 2",35,14,0,0,0,1,0,0,0,1,4,0,2,2,0,0,0,0,0,0
"G130021001073","1990",,,,,,,"3","0107",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 3",82,58,1,0,0,5,0,0,0,0,47,8,2,45,8,0,0,0,0,0
"G130021001081","1990",,,,,,,"1","0108",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 1",458,47,2,1,0,3,0,0,0,3,305,52,59,246,47,0,4,1,0,0
"G130021001082","1990",,,,,,,"2","0108",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 2",453,56,3,1,0,5,0,0,0,1,290,47,51,239,26,10,1,0,0,10
"G130021001083","1990",,,,,,,"3","0108",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 3",455,201,1,8,0,9,0,0,2,2,399,70,85,314,45,5,2,2,0,16
"G130021001101","1990",,,,,,,"1","0110",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 1",294,121,0,32,1,9,1,0,0,0,254,48,1,253,47,0,1,0,0,0
"G130021001102","1990",,,,,,,"2","0110",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 2",754,326,0,6,0,0,0,0,0,1,436,55,253,183,34,11,0,0,0,10
"G130021001103","1990",,,,,,,"3","0110",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 3",805,17,0,4,0,1,0,0,0,0,365,8,298,67,3,1,1,1,0,2
"G130021001104","1990",,,,,,,"4","0110",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 4",471,245,0,2,0,3,0,0,0,2,319,33,239,80,15,11,1,1,0,5
"G130021001105","1990",,,,,,,"5","0110",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 5",269,389,2,9,0,2,2,0,0,0,448,24,9,439,21,0,1,1,0,1
"G130021001106","1990",,,,,,,"6","0110",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 6",562,334,0,10,0,8,4,0,0,0,467,170,151,316,74,4,14,2,0,76
"G130021001111","1990",,,,,,,"1","0111",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 1",176,527,0,0,0,0,0,0,0,0,253,49,97,156,31,4,1,0,0,13
"G130021001112","1990",,,,,,,"2","0111",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 2",97,1273,1,1,0,9,0,0,0,1,433,65,185,248,35,9,14,1,0,6
"G130021001113","1990",,,,,,,"3","0111",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 3",10,890,3,0,0,0,0,0,0,0,360,52,138,222,34,1,1,0,0,16
"G130021001114","1990",,,,,,,"4","0111",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 4",32,781,0,0,0,1,0,0,0,0,301,23,89,212,15,3,0,0,0,5
"G130021001121","1990",,,,,,,"1","0112",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 1",6,761,1,0,0,0,1,0,0,0,302,57,113,189,38,5,0,0,0,14
"G130021001122","1990",,,,,,,"2","0112",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 2",2,837,3,0,0,0,6,0,0,0,349,75,106,243,45,4,24,0,0,2
"G130021001131","1990",,,,,,,"1","0113",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 1",96,1266,0,0,1,0,20,0,0,0,410,47,109,301,27,5,1,0,0,14
"G130021001132","1990",,,,,,,"2","0113",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 2",85,67,0,0,0,0,0,0,0,0,16,4,5,11,1,0,0,0,0,3
"G130021001141","1990",,,,,,,"1","0114",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 1",6,512,0,0,0,0,0,0,0,0,185,95,64,121,45,2,4,0,0,44
"G130021001142","1990",,,,,,,"2","0114",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 2",139,605,1,0,0,1,2,0,1,2,111,47,24,87,21,5,14,0,0,7
"G130021001151","1990",,,,,,,"1","0115",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 1",25,905,0,0,0,0,0,0,0,0,315,56,139,176,18,0,1,0,0,37
"G130021001152","1990",,,,,,,"2","0115",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 2",36,1006,0,0,0,0,14,0,0,0,347,33,102,245,17,1,5,0,0,10
"G130021001153","1990",,,,,,,"3","0115",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 3",42,421,0,0,0,0,0,0,0,0,167,51,61,106,40,1,3,0,0,7
"G13002100117011","1990",,,,,,,"1","011701",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 1",501,636,0,7,0,4,1,0,0,0,450,42,220,230,38,1,1,0,1,1
"G13002100117012","1990",,,,,,,"2","011701",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 2",720,490,0,2,0,4,6,0,0,0,466,76,350,116,13,8,4,0,0,51
"G13002100117021","1990",,,,,,,"1","011702",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 1",76,622,1,1,0,0,1,0,0,0,230,12,130,100,6,2,1,0,0,3
"G13002100117022","1990",,,,,,,"2","011702",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 2",399,305,0,0,0,1,0,0,0,0,270,21,180,90,9,8,1,0,0,3
"G13002100117023","1990",,,,,,,"3","011702",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 3",107,895,0,0,0,0,0,0,0,1,279,14,183,96,6,2,4,0,0,2
"G13002100117024","1990",,,,,,,"4","011702",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 4",343,380,0,0,0,0,1,0,0,0,283,23,227,56,10,2,3,0,0,8
"G13002100117025","1990",,,,,,,"5","011702",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 5",235,1026,0,0,0,1,0,0,0,0,417,63,271,146,49,5,3,0,0,6
"G13002100117026","1990",,,,,,,"6","011702",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 6",32,839,0,0,3,0,2,0,0,0,329,8,303,26,3,0,1,0,0,4
"G130021001181","1990",,,,,,,"1","0118",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 1",626,76,1,0,0,6,0,1,0,0,331,28,119,212,18,2,3,2,0,3
"G130021001182","1990",,,,,,,"2","0118",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 2",382,3,0,0,0,3,0,0,0,0,242,20,61,181,15,1,1,1,0,2
"G130021001183","1990",,,,,,,"3","0118",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 3",814,151,1,2,1,4,0,0,0,0,435,37,350,85,17,7,5,1,0,7
"G130021001184","1990",,,,,,,"4","0118",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 4",787,83,0,0,0,5,0,0,0,1,441,41,182,259,23,6,2,2,0,8
"G130021001185","1990",,,,,,,"5","0118",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 5",855,30,1,8,0,11,0,0,0,1,397,12,251,146,5,3,2,2,0,0
"G130021001191","1990",,,,,,,"1","0119",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 1",230,591,0,10,0,7,1,0,0,1,346,54,63,283,47,2,1,1,0,3
"G130021001192","1990",,,,,,,"2","0119",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 2",813,65,1,0,1,0,0,0,0,0,427,17,286,141,6,2,5,0,0,4
"G130021001193","1990",,,,,,,"3","0119",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 3",557,179,0,7,1,0,0,0,0,1,326,18,223,103,7,0,3,0,0,8
"G130021001201","1990",,,,,,,"1","0120",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 1",1020,10,0,10,0,0,0,0,1,1,416,10,362,54,2,3,2,0,1,2
"G130021001202","1990",,,,,,,"2","0120",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 2",637,3,0,5,0,3,0,0,0,0,241,2,226,15,0,2,0,0,0,0
"G130021001203","1990",,,,,,,"3","0120",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 3",1259,17,0,13,1,9,0,0,0,2,567,20,534,33,2,14,2,1,0,1
"G130021001204","1990",,,,,,,"4","0120",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 4",981,15,0,0,0,1,0,0,0,1,416,3,392,24,0,0,1,2,0,0
"G130021001211","1990",,,,,,,"1","0121",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 1",496,31,0,18,0,3,0,0,1,3,92,3,87,5,2,0,1,0,0,0
"G130021001212","1990",,,,,,,"2","0121",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 2",1479,245,8,20,0,9,0,0,0,0,724,43,502,222,16,9,12,1,0,5
"G130021001213","1990",,,,,,,"3","0121",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 3",1740,95,0,25,0,9,1,0,0,2,762,74,482,280,57,12,1,0,0,4
"G130021001214","1990",,,,,,,"4","0121",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 4",1051,123,0,28,0,8,0,0,0,1,507,29,353,154,19,5,0,1,0,4
"G130021001215","1990",,,,,,,"5","0121",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 5",1386,53,3,34,2,9,1,0,5,6,645,29,329,316,25,4,0,0,0,0
"G130021001221","1990",,,,,,,"1","0122",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 1",377,561,0,0,0,10,0,0,1,0,346,31,133,213,16,5,5,0,0,5
"G130021001222","1990",,,,,,,"2","0122",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 2",766,612,4,1,0,1,8,0,0,1,533,69,275,258,38,8,6,0,0,17
"G130021001231","1990",,,,,,,"1","0123",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 1",37,437,0,3,0,0,4,0,0,0,164,13,116,48,6,0,4,0,0,3
"G130021001232","1990",,,,,,,"2","0123",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 2",52,1070,0,0,0,1,13,0,0,0,451,41,116,335,28,2,2,0,0,9
"G130021001233","1990",,,,,,,"3","0123",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 3",150,705,0,4,1,1,0,0,0,0,335,59,159,176,15,11,30,1,0,2
"G130021001234","1990",,,,,,,"4","0123",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 4",261,292,0,0,0,3,0,0,0,0,238,13,151,87,2,4,1,0,0,6
"G130021001235","1990",,,,,,,"5","0123",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 5",782,143,1,1,0,1,0,0,3,1,423,18,286,137,7,2,2,1,0,6
"G130021001241","1990",,,,,,,"1","0124",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 1",165,507,0,0,0,0,0,0,0,0,185,31,90,95,23,0,3,0,0,5
"G130021001242","1990",,,,,,,"2","0124",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 2",45,1328,3,5,2,0,1,0,0,0,449,39,144,305,28,2,1,0,0,8
"G130021001243","1990",,,,,,,"3","0124",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 3",211,633,4,0,0,0,0,0,0,0,307,15,101,206,7,3,2,0,0,3
"G130021001244","1990",,,,,,,"4","0124",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 4",189,883,2,1,0,1,0,0,0,0,363,5,328,35,0,2,0,0,0,3
"G130021001245","1990",,,,,,,"5","0124",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 5",771,427,3,0,0,2,1,0,0,0,521,22,380,141,3,10,3,0,0,6
"G130021001251","1990",,,,,,,"1","0125",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 1",226,890,0,0,3,0,4,0,0,0,379,23,215,164,10,1,1,4,0,7
"G130021001252","1990",,,,,,,"2","0125",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 2",556,346,3,7,0,6,0,0,0,5,410,56,206,204,39,0,6,8,0,3
"G130021001253","1990",,,,,,,"3","0125",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 3",90,1787,0,0,0,0,0,0,0,0,553,38,157,396,19,2,10,1,0,6
"G130021001261","1990",,,,,,,"1","0126",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 1",8,845,1,1,0,0,0,0,0,3,346,39,155,191,19,4,0,0,0,16
"G130021001262","1990",,,,,,,"2","0126",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 2",377,235,4,0,0,0,4,0,0,0,239,16,138,101,2,8,2,0,0,4
"G130021001263","1990",,,,,,,"3","0126",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 3",537,160,4,11,0,9,0,0,0,0,263,24,192,71,7,11,3,0,0,3
"G130021001264","1990",,,,,,,"4","0126",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 4",1027,213,0,0,0,12,0,0,0,0,497,45,359,138,24,8,6,2,0,5
"G130021001265","1990",,,,,,,"5","0126",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 5",660,831,0,0,0,4,0,0,0,0,554,23,385,169,12,9,1,0,0,1
"G130021001271","1990",,,,,,,"1","0127",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 1",10,907,0,0,0,0,4,0,0,0,279,43,72,207,27,5,3,0,0,8
"G130021001272","1990",,,,,,,"2","0127",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 2",540,417,0,0,0,1,3,0,0,3,384,67,208,176,39,8,5,2,0,13
"G130021001273","1990",,,,,,,"3","0127",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 3",148,788,1,4,0,7,0,0,0,0,334,36,155,179,6,8,3,0,0,19
"G130021001281","1990",,,,,,,"1","0128",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 1",54,28,0,0,0,0,0,0,0,0,29,6,15,14,2,2,0,0,0,2
"G130021001282","1990",,,,,,,"2","0128",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 2",889,1226,2,2,0,1,9,0,0,2,833,51,286,547,24,7,4,2,0,14
"G130021001283","1990",,,,,,,"3","0128",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 3",474,290,0,3,0,0,0,0,0,0,294,46,191,103,19,6,9,2,0,10
"G130021001284","1990",,,,,,,"4","0128",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 4",562,189,2,12,0,2,0,0,0,0,307,30,181,126,10,4,1,0,0,15
"G130021001291","1990",,,,,,,"1","0129",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 1",982,272,3,1,0,7,0,0,0,0,458,41,258,200,29,8,1,1,0,2
"G130021001292","1990",,,,,,,"2","0129",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 2",820,303,0,0,0,1,0,0,0,0,452,53,217,235,29,7,4,0,0,13
"G130021001301","1990",,,,,,,"1","0130",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 1",662,433,4,0,1,1,2,0,0,1,382,77,122,260,58,4,4,0,0,11
"G130021001302","1990",,,,,,,"2","0130",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,"BG 2",87,551,2,3,0,0,0,0,0,0,264,72,83,181,43,1,5,0,0,23
