GISJOIN,YEAR,ANRCA,RES_ONLYA,TRUSTA,AIANHHA,RES_TRSTA,BLCK_GRPA,TRACTA,CDA,C_CITYA,COUNTY,COUNTYA,CTY_SUBA,DIVISIONA,MSA_CMSAA,PLACEA,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,ZIPA,CD103A,ANPSADPI,E1A001,E1A002,E1A003,E1A004,E1A005,E1A006,E1A007,E1A008,E1A009,E1A010
"G130021001013","1990",,,,,,"3","0101",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 3",0,477,0,0,0,0,0,0,0,0
"G130021001014","1990",,,,,,"4","0101",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 4",14,630,0,0,0,0,0,0,0,0
"G130021001021","1990",,,,,,"1","0102",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 1",156,136,0,0,0,0,0,0,0,0
"G130021001022","1990",,,,,,"2","0102",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 2",586,186,0,0,0,0,0,0,0,0
"G130021001023","1990",,,,,,"3","0102",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 3",210,310,6,0,0,0,0,0,0,0
"G130021001024","1990",,,,,,"4","0102",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 4",869,14,0,0,0,0,0,0,0,0
"G130021001031","1990",,,,,,"1","0103",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 1",160,719,0,0,0,0,0,0,0,0
"G130021001032","1990",,,,,,"2","0103",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 2",172,822,0,0,7,0,6,0,0,0
"G130021001041","1990",,,,,,"1","0104",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 1",65,926,10,0,0,0,0,0,0,0
"G130021001042","1990",,,,,,"2","0104",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 2",28,1151,0,0,0,0,0,0,0,0
"G130021001043","1990",,,,,,"3","0104",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 3",0,961,0,0,0,0,6,0,0,0
"G130021001044","1990",,,,,,"4","0104",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 4",24,1253,0,0,0,0,0,0,0,0
"G130021001051","1990",,,,,,"1","0105",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 1",201,15,0,0,0,3,0,0,0,19
"G130021001052","1990",,,,,,"2","0105",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 2",0,676,0,0,0,0,0,0,0,0
"G130021001053","1990",,,,,,"3","0105",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 3",13,1138,0,0,0,0,0,0,0,0
"G130021001061","1990",,,,,,"1","0106",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 1",495,273,0,4,0,6,0,0,0,8
"G130021001062","1990",,,,,,"2","0106",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 2",363,318,0,0,0,0,0,0,0,0
"G130021001063","1990",,,,,,"3","0106",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 3",0,419,0,0,0,0,0,0,0,0
"G130021001064","1990",,,,,,"4","0106",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 4",786,390,0,10,0,9,0,0,10,20
"G130021001071","1990",,,,,,"1","0107",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 1",180,85,0,0,0,0,0,0,0,0
"G130021001072","1990",,,,,,"2","0107",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 2",24,19,0,0,0,0,0,0,0,0
"G130021001073","1990",,,,,,"3","0107",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 3",74,42,13,0,0,0,0,0,0,0
"G130021001081","1990",,,,,,"1","0108",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 1",442,35,0,7,0,0,0,0,0,0
"G130021001082","1990",,,,,,"2","0108",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 2",501,39,0,0,0,0,0,0,0,0
"G130021001083","1990",,,,,,"3","0108",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 3",420,235,0,27,0,10,0,0,0,0
"G130021001101","1990",,,,,,"1","0110",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 1",237,160,0,62,0,0,0,0,0,0
"G130021001102","1990",,,,,,"2","0110",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 2",755,296,0,5,0,0,0,0,0,0
"G130021001103","1990",,,,,,"3","0110",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 3",863,26,0,0,0,9,0,0,0,0
"G130021001104","1990",,,,,,"4","0110",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 4",431,266,0,0,0,8,0,0,0,0
"G130021001105","1990",,,,,,"5","0110",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 5",286,375,0,0,0,0,0,0,0,0
"G130021001106","1990",,,,,,"6","0110",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 6",616,318,0,0,0,0,0,0,0,0
"G130021001111","1990",,,,,,"1","0111",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 1",197,571,0,0,0,0,0,0,0,0
"G130021001112","1990",,,,,,"2","0111",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 2",94,1257,0,0,0,0,0,0,0,5
"G130021001113","1990",,,,,,"3","0111",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 3",0,904,0,0,0,0,0,0,0,0
"G130021001114","1990",,,,,,"4","0111",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 4",35,739,0,0,0,0,0,0,0,0
"G130021001121","1990",,,,,,"1","0112",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 1",8,797,0,0,0,0,0,0,0,0
"G130021001122","1990",,,,,,"2","0112",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 2",7,885,0,0,0,0,0,0,0,0
"G130021001131","1990",,,,,,"1","0113",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 1",112,1211,0,0,0,0,0,0,0,0
"G130021001132","1990",,,,,,"2","0113",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 2",116,0,0,0,0,0,0,0,0,0
"G130021001141","1990",,,,,,"1","0114",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 1",0,479,0,0,0,0,0,0,0,0
"G130021001142","1990",,,,,,"2","0114",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 2",92,714,0,0,0,0,0,0,0,0
"G130021001151","1990",,,,,,"1","0115",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 1",17,823,0,0,0,0,0,0,0,0
"G130021001152","1990",,,,,,"2","0115",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 2",26,965,0,0,0,0,0,0,0,0
"G130021001153","1990",,,,,,"3","0115",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 3",33,418,0,0,0,0,0,0,0,0
"G13002100117011","1990",,,,,,"1","011701",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 1",391,753,0,23,0,0,6,0,0,0
"G13002100117012","1990",,,,,,"2","011701",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 2",832,500,0,0,0,33,0,0,0,0
"G13002100117021","1990",,,,,,"1","011702",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 1",91,553,0,0,0,0,0,0,0,0
"G13002100117022","1990",,,,,,"2","011702",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 2",333,389,0,0,0,0,0,0,0,0
"G13002100117023","1990",,,,,,"3","011702",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 3",90,850,0,0,0,0,0,0,0,0
"G13002100117024","1990",,,,,,"4","011702",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 4",374,414,0,0,0,0,7,0,0,0
"G13002100117025","1990",,,,,,"5","011702",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 5",321,1041,0,0,0,0,0,0,0,0
"G13002100117026","1990",,,,,,"6","011702",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 6",6,867,0,0,0,0,0,0,0,0
"G130021001181","1990",,,,,,"1","0118",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 1",585,52,0,0,0,0,0,0,0,0
"G130021001182","1990",,,,,,"2","0118",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 2",332,0,0,0,0,0,0,0,0,0
"G130021001183","1990",,,,,,"3","0118",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 3",823,163,0,8,0,0,0,0,0,0
"G130021001184","1990",,,,,,"4","0118",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 4",791,72,0,0,0,0,0,0,0,0
"G130021001185","1990",,,,,,"5","0118",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 5",894,44,0,0,0,0,0,0,0,15
"G130021001191","1990",,,,,,"1","0119",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 1",265,653,0,6,0,5,0,0,0,0
"G130021001192","1990",,,,,,"2","0119",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 2",806,33,0,0,6,0,0,0,0,0
"G130021001193","1990",,,,,,"3","0119",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 3",603,162,0,0,0,0,0,0,0,0
"G130021001201","1990",,,,,,"1","0120",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 1",1087,0,0,0,0,0,0,0,0,0
"G130021001202","1990",,,,,,"2","0120",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 2",612,0,0,0,0,7,0,0,0,0
"G130021001203","1990",,,,,,"3","0120",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 3",1321,0,0,0,5,5,0,0,0,0
"G130021001204","1990",,,,,,"4","0120",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 4",961,0,0,0,0,0,0,0,0,0
"G130021001211","1990",,,,,,"1","0121",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 1",501,36,0,18,0,0,0,0,0,0
"G130021001212","1990",,,,,,"2","0121",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 2",1414,273,22,50,0,23,0,0,0,0
"G130021001213","1990",,,,,,"3","0121",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 3",1779,85,0,0,0,0,0,0,0,16
"G130021001214","1990",,,,,,"4","0121",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 4",1031,129,0,34,0,0,0,0,0,0
"G130021001215","1990",,,,,,"5","0121",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 5",1345,11,8,60,0,0,0,0,0,0
"G130021001221","1990",,,,,,"1","0122",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 1",368,557,0,0,0,5,0,0,0,0
"G130021001222","1990",,,,,,"2","0122",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 2",697,684,0,0,0,0,0,0,0,0
"G130021001231","1990",,,,,,"1","0123",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 1",59,465,0,17,0,0,21,0,0,0
"G130021001232","1990",,,,,,"2","0123",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 2",54,1034,0,0,0,0,0,0,0,0
"G130021001233","1990",,,,,,"3","0123",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 3",220,669,0,0,0,0,0,0,0,0
"G130021001234","1990",,,,,,"4","0123",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 4",203,335,0,0,0,0,0,0,0,0
"G130021001235","1990",,,,,,"5","0123",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 5",828,86,0,0,0,0,0,0,0,0
"G130021001241","1990",,,,,,"1","0124",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 1",176,486,0,0,0,0,0,0,0,0
"G130021001242","1990",,,,,,"2","0124",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 2",37,1408,0,0,0,0,0,0,0,0
"G130021001243","1990",,,,,,"3","0124",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 3",231,653,0,0,0,0,0,0,0,0
"G130021001244","1990",,,,,,"4","0124",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 4",123,896,0,0,0,0,0,0,0,0
"G130021001245","1990",,,,,,"5","0124",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 5",817,388,0,0,0,0,0,0,0,0
"G130021001251","1990",,,,,,"1","0125",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 1",236,894,0,0,0,0,9,0,0,0
"G130021001252","1990",,,,,,"2","0125",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 2",514,435,19,21,0,0,0,0,0,9
"G130021001253","1990",,,,,,"3","0125",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 3",128,1658,0,0,0,0,0,0,0,0
"G130021001261","1990",,,,,,"1","0126",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 1",0,786,0,0,0,0,0,0,0,0
"G130021001262","1990",,,,,,"2","0126",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 2",420,172,0,0,0,0,0,0,0,0
"G130021001263","1990",,,,,,"3","0126",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 3",648,153,0,0,0,0,0,0,0,0
"G130021001264","1990",,,,,,"4","0126",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 4",1074,160,0,0,0,8,0,0,0,0
"G130021001265","1990",,,,,,"5","0126",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 5",508,1017,0,0,0,0,0,0,0,0
"G130021001271","1990",,,,,,"1","0127",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 1",6,1074,0,0,0,0,0,0,0,0
"G130021001272","1990",,,,,,"2","0127",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 2",539,288,0,0,0,0,0,0,0,0
"G130021001273","1990",,,,,,"3","0127",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 3",161,765,0,0,0,0,0,0,0,0
"G130021001281","1990",,,,,,"1","0128",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 1",85,0,0,0,0,0,0,0,0,0
"G130021001282","1990",,,,,,"2","0128",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 2",927,1164,0,0,0,6,7,0,0,8
"G130021001283","1990",,,,,,"3","0128",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 3",401,357,0,0,0,0,0,0,0,0
"G130021001284","1990",,,,,,"4","0128",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 4",563,229,0,0,0,0,0,0,0,0
"G130021001291","1990",,,,,,"1","0129",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 1",1010,171,7,0,0,6,0,0,0,0
"G130021001292","1990",,,,,,"2","0129",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 2",769,377,0,0,0,0,0,0,0,0
"G130021001301","1990",,,,,,"1","0130",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 1",719,406,0,0,0,0,0,0,0,0
"G130021001302","1990",,,,,,"2","0130",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 2",62,618,0,0,0,0,0,0,0,0
"G13002100131011","1990",,,,,,"1","013101",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 1",927,195,0,9,0,0,0,0,0,0
"G13002100131012","1990",,,,,,"2","013101",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 2",539,119,0,0,0,0,0,0,0,0
"G13002100131013","1990",,,,,,"3","013101",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 3",827,611,0,0,0,0,0,0,0,0
"G13002100131014","1990",,,,,,"4","013101",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 4",982,375,0,0,0,0,0,0,0,0
"G13002100131015","1990",,,,,,"5","013101",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 5",1291,544,0,0,0,0,0,0,0,0
"G13002100131021","1990",,,,,,"1","013102",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 1",737,7,0,0,0,0,0,0,0,0
"G13002100131022","1990",,,,,,"2","013102",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 2",835,374,8,8,0,0,9,0,0,0
"G13002100131023","1990",,,,,,"3","013102",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 3",638,335,16,0,6,0,0,0,0,0
"G13002100131024","1990",,,,,,"4","013102",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 4",614,37,6,0,0,0,0,0,0,0
"G13002100132011","1990",,,,,,"1","013201",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 1",1211,622,0,0,0,0,0,0,0,0
"G13002100132012","1990",,,,,,"2","013201",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 2",531,181,0,11,0,8,0,0,0,0
"G13002100132013","1990",,,,,,"3","013201",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 3",184,946,0,0,0,0,0,0,0,0
"G13002100132014","1990",,,,,,"4","013201",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 4",615,709,7,32,0,0,0,0,0,0
"G13002100132021","1990",,,,,,"1","013202",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 1",467,345,0,0,0,4,0,0,0,4
"G13002100132022","1990",,,,,,"2","013202",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 2",750,558,0,0,0,0,6,0,8,0
"G13002100132023","1990",,,,,,"3","013202",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 3",510,396,0,0,0,51,0,0,0,7
"G13002100133011","1990",,,,,,"1","013301",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 1",1041,173,0,0,0,8,0,0,0,0
"G13002100133021","1990",,,,,,"1","013302",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 1",194,564,0,0,0,0,0,0,0,0
"G13002100133022","1990",,,,,,"2","013302",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 2",415,1168,4,0,13,0,0,0,0,0
"G13002100133023","1990",,,,,,"3","013302",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 3",499,563,0,0,0,0,0,0,0,0
"G13002100133024","1990",,,,,,"4","013302",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 4",437,1121,0,0,0,0,0,0,0,0
"G13002100134971","1990",,,,,,"1","013497",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 1",931,88,0,0,0,0,0,0,0,0
"G13002100134972","1990",,,,,,"2","013497",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 2",1928,75,0,0,0,8,0,0,0,0
"G13002100134973","1990",,,,,,"3","013497",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 3",1039,138,0,36,0,0,0,0,0,0
"G13002100134974","1990",,,,,,"4","013497",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 4",1967,32,10,0,0,23,0,0,0,0
"G13002100134981","1990",,,,,,"1","013498",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 1",1043,89,0,37,0,7,0,0,0,0
"G13002100134982","1990",,,,,,"2","013498",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 2",739,262,0,79,0,11,0,0,0,0
"G13002100134983","1990",,,,,,"3","013498",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 3",1542,23,0,0,0,0,0,0,0,16
"G13002100134984","1990",,,,,,"4","013498",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 4",1245,0,0,0,0,0,0,0,0,0
"G13002100134985","1990",,,,,,"5","013498",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 5",729,0,0,0,0,8,0,0,0,0
"G13002100134986","1990",,,,,,"6","013498",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 6",1773,121,0,65,40,0,0,0,0,0
"G13002100135011","1990",,,,,,"1","013501",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 1",1066,55,0,0,0,0,0,0,0,0
"G13002100135012","1990",,,,,,"2","013501",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 2",1602,37,0,0,0,0,0,0,0,0
"G13002100135013","1990",,,,,,"3","013501",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 3",1206,0,0,0,0,23,0,0,0,0
"G13002100135014","1990",,,,,,"4","013501",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 4",949,13,0,9,0,0,0,0,0,0
"G13002100135015","1990",,,,,,"5","013501",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 5",1590,55,41,0,0,0,0,0,0,0
"G13002100135021","1990",,,,,,"1","013502",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 1",356,0,0,0,0,0,0,0,0,0
"G13002100135022","1990",,,,,,"2","013502",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 2",376,0,0,0,0,0,0,0,0,0
"G13002100135023","1990",,,,,,"3","013502",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 3",1339,167,0,5,0,0,0,0,0,0
"G13002100136011","1990",,,,,,"1","013601",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 1",1668,92,0,0,0,0,0,0,0,0
"G13002100136012","1990",,,,,,"2","013601",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 2",990,72,0,33,0,0,0,0,0,0
"G13002100136013","1990",,,,,,"3","013601",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 3",1232,214,0,0,0,0,0,0,0,0
"G13002100136014","1990",,,,,,"4","013601",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 4",1598,14,0,0,0,0,0,0,0,0
"G13002100136021","1990",,,,,,"1","013602",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 1",487,0,0,0,0,0,0,0,0,0
"G13002100136022","1990",,,,,,"2","013602",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 2",762,562,0,0,8,0,0,0,0,0
"G13002100136023","1990",,,,,,"3","013602",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 3",1758,338,0,0,0,14,0,0,0,0
"G13002100136024","1990",,,,,,"4","013602",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 4",923,84,0,0,0,0,0,0,0,0
"G13002100136025","1990",,,,,,"5","013602",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 5",576,244,0,0,0,0,0,0,0,0
"G13002100136026","1990",,,,,,"6","013602",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 6",493,132,0,0,0,8,0,0,0,0
"G13002100137974","1990",,,,,,"4","013797",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 4",0,0,0,0,0,0,0,0,0,0
"G13002100137983","1990",,,,,,"3","013798",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 3",0,0,0,0,0,0,0,0,0,0
"G130023099011","1990",,,,,,"1","9901",,,"Bleckley","023",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",791,176,0,0,0,0,0,0,0,0
"G130023099021","1990",,,,,,"1","9902",,,"Bleckley","023",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",671,260,0,0,0,0,0,0,0,0
"G130023099022","1990",,,,,,"2","9902",,,"Bleckley","023",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",921,110,5,23,0,0,0,0,0,0
"G130023099023","1990",,,,,,"3","9902",,,"Bleckley","023",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",450,502,0,0,0,0,0,0,0,0
"G130023099024","1990",,,,,,"4","9902",,,"Bleckley","023",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",426,620,0,0,0,0,0,0,0,0
"G130023099031","1990",,,,,,"1","9903",,,"Bleckley","023",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",1060,72,0,14,0,0,0,0,0,0
"G130023099032","1990",,,,,,"2","9903",,,"Bleckley","023",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",1314,131,5,0,0,12,0,0,0,0
"G130023099033","1990",,,,,,"3","9903",,,"Bleckley","023",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",558,250,0,0,0,22,0,0,0,0
"G130023099034","1990",,,,,,"4","9903",,,"Bleckley","023",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",1120,126,0,0,0,0,0,0,0,0
"G130023099035","1990",,,,,,"5","9903",,,"Bleckley","023",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 5",699,85,0,7,0,0,0,0,0,0
"G130025098011","1990",,,,,,"1","9801",,,"Brantley","025",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",1895,42,73,0,0,12,0,0,0,0
"G130025098012","1990",,,,,,"2","9801",,,"Brantley","025",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",1090,107,29,0,0,0,0,0,0,0
"G130025098021","1990",,,,,,"1","9802",,,"Brantley","025",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",1317,35,2,3,0,0,0,0,0,0
"G130025098022","1990",,,,,,"2","9802",,,"Brantley","025",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",1192,223,0,0,0,18,0,0,0,0
"G130025098023","1990",,,,,,"3","9802",,,"Brantley","025",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",1332,0,2,2,0,0,0,0,0,0
