GISJOIN,YEAR,ANRCA,RES_ONLYA,TRUSTA,AIANHHA,RES_TRSTA,BLCK_GRPA,TRACTA,CDA,C_CITYA,COUNTY,COUNTYA,CTY_SUBA,DIVISIONA,MSA_CMSAA,PLACEA,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,ZIPA,CD103A,ANPSADPI,E4T001,E4T002,E4T003,E4T004,E4T005,E4T006,E4T007,E4T008,E4T009,E4T010,E4T011,E4T012,E4T013,E4T014,E4T015,E4T016,E4T017,E4T018,E4T019,E4T020,E4T021,E4T022,E4T023,E4T024,E4T025
"G130299095072","1990",,,,,,"2","9507",,,"Ware","299",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",26,106,23,0,10,11,24,0,36,14,0,0,9,0,13,0,0,0,0,0,0,0,0,0,0
"G130299095073","1990",,,,,,"3","9507",,,"Ware","299",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",39,20,60,20,19,22,24,22,0,0,25,6,0,0,6,5,8,6,0,0,0,7,0,0,0
"G130299095081","1990",,,,,,"1","9508",,,"Ware","299",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",60,23,28,31,6,13,15,7,17,18,8,0,13,6,5,14,7,0,5,0,0,14,0,0,0
"G130299095082","1990",,,,,,"2","9508",,,"Ware","299",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",29,62,59,35,39,50,26,36,35,12,23,22,18,27,0,8,7,0,0,0,0,8,0,0,0
"G130299095083","1990",,,,,,"3","9508",,,"Ware","299",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",143,96,24,14,0,39,15,6,15,20,8,15,11,0,18,13,7,0,0,0,8,0,0,0,0
"G130299095084","1990",,,,,,"4","9508",,,"Ware","299",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",60,90,35,11,33,19,20,7,14,21,14,17,14,0,0,0,10,0,0,0,8,0,0,0,0
"G130299095085","1990",,,,,,"5","9508",,,"Ware","299",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 5",34,39,35,43,53,29,48,55,10,23,0,0,9,0,44,0,7,18,0,0,9,9,0,0,0
"G130299095091","1990",,,,,,"1","9509",,,"Ware","299",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",43,55,48,7,28,24,42,18,40,8,8,15,0,0,14,0,0,0,8,11,8,0,0,0,0
"G130299095092","1990",,,,,,"2","9509",,,"Ware","299",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",35,130,20,22,34,35,31,0,18,5,0,27,21,9,0,0,0,0,16,0,11,0,0,0,0
"G130299095093","1990",,,,,,"3","9509",,,"Ware","299",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",13,60,42,45,30,16,19,6,7,11,30,12,11,4,0,0,18,7,12,6,6,0,0,0,0
"G130299095094","1990",,,,,,"4","9509",,,"Ware","299",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",62,72,27,13,29,36,32,7,34,20,19,13,38,0,20,7,30,0,12,14,15,7,0,0,0
"G130299095101","1990",,,,,,"1","9510",,,"Ware","299",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",49,12,27,21,26,7,17,6,24,42,31,0,0,7,5,0,0,0,0,6,28,0,0,0,0
"G130301097011","1990",,,,,,"1","9701",,,"Warren","301",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",61,48,42,30,25,6,47,14,24,1,12,4,24,0,25,4,5,0,8,0,15,1,0,0,0
"G130301097021","1990",,,,,,"1","9702",,,"Warren","301",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",40,60,19,0,7,21,9,6,22,0,5,7,6,0,0,0,0,7,17,0,0,11,0,0,0
"G130301097031","1990",,,,,,"1","9703",,,"Warren","301",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",41,102,27,26,11,20,12,32,31,12,0,5,6,6,0,0,10,8,13,7,5,0,0,0,0
"G130301097041","1990",,,,,,"1","9704",,,"Warren","301",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",63,61,30,17,19,17,22,13,17,7,13,6,7,0,10,0,0,4,12,9,11,4,3,0,2
"G130301097042","1990",,,,,,"2","9704",,,"Warren","301",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",34,99,46,17,30,29,15,7,16,15,27,12,17,20,10,7,12,3,6,14,14,4,2,3,0
"G130301097043","1990",,,,,,"3","9704",,,"Warren","301",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",25,17,18,29,24,4,13,5,14,7,28,18,15,19,10,7,2,7,15,12,5,9,0,0,0
"G130303095011","1990",,,,,,"1","9501",,,"Washington","303",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",58,84,6,25,17,11,15,20,20,39,16,8,8,10,5,17,0,13,9,0,6,0,0,8,0
"G130303095021","1990",,,,,,"1","9502",,,"Washington","303",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",58,53,30,7,12,20,4,6,12,32,21,6,2,6,0,14,10,9,11,10,29,13,7,0,0
"G130303095031","1990",,,,,,"1","9503",,,"Washington","303",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",13,24,8,30,17,34,25,48,0,23,0,14,27,9,41,7,20,6,17,37,51,40,25,0,15
"G130303095032","1990",,,,,,"2","9503",,,"Washington","303",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",76,76,16,8,7,11,50,31,25,15,12,4,0,0,18,19,0,5,7,0,0,0,7,11,0
"G130303095033","1990",,,,,,"3","9503",,,"Washington","303",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",95,93,30,0,13,9,38,5,11,22,0,8,5,0,0,0,6,0,9,6,0,3,0,0,0
"G130303095034","1990",,,,,,"4","9503",,,"Washington","303",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",56,21,11,17,16,29,31,11,0,12,9,0,14,5,0,0,23,5,14,35,17,9,8,0,13
"G130303095041","1990",,,,,,"1","9504",,,"Washington","303",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",31,62,13,0,16,7,51,12,38,20,50,15,16,23,7,14,13,7,35,0,26,15,0,0,15
"G130303095042","1990",,,,,,"2","9504",,,"Washington","303",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",50,40,40,15,21,6,16,27,26,24,32,19,26,17,9,29,5,7,8,0,23,6,0,0,0
"G130303095043","1990",,,,,,"3","9504",,,"Washington","303",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",78,53,20,31,12,35,11,5,17,17,33,34,0,0,5,0,6,0,0,0,7,23,0,0,0
"G130303095044","1990",,,,,,"4","9504",,,"Washington","303",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",43,39,24,17,24,31,25,44,22,27,10,6,10,0,20,6,25,11,5,8,19,16,6,0,0
"G130303095051","1990",,,,,,"1","9505",,,"Washington","303",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",48,93,31,21,16,15,15,13,15,27,3,3,13,3,19,2,0,0,7,13,9,8,2,0,0
"G130303095052","1990",,,,,,"2","9505",,,"Washington","303",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",72,59,23,7,20,13,38,17,14,12,15,24,13,7,12,3,8,0,11,7,14,2,0,0,6
"G130303095061","1990",,,,,,"1","9506",,,"Washington","303",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",58,81,13,31,32,20,21,16,30,23,21,19,34,11,22,7,10,2,27,0,13,6,1,0,0
"G130303095071","1990",,,,,,"1","9507",,,"Washington","303",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",61,91,43,20,21,23,21,23,11,27,4,7,13,3,9,2,6,2,8,8,12,14,0,2,0
"G130303095072","1990",,,,,,"2","9507",,,"Washington","303",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",74,73,19,19,32,14,15,18,8,10,22,4,14,11,10,6,2,4,18,11,6,21,0,3,0
"G130303095073","1990",,,,,,"3","9507",,,"Washington","303",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",28,84,32,17,16,45,22,29,14,24,8,13,49,28,7,20,19,0,15,19,16,0,4,0,6
"G130305097011","1990",,,,,,"1","9701",,,"Wayne","305",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",26,22,17,16,5,6,5,11,6,0,11,9,15,6,0,12,0,6,23,6,0,7,0,0,0
"G130305097012","1990",,,,,,"2","9701",,,"Wayne","305",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",7,0,7,17,12,5,11,5,12,6,6,12,0,19,10,11,6,5,31,5,0,7,0,0,0
"G130305097013","1990",,,,,,"3","9701",,,"Wayne","305",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",15,23,7,0,28,19,0,19,19,6,15,7,18,7,6,25,13,0,6,6,26,0,0,0,8
"G130305097014","1990",,,,,,"4","9701",,,"Wayne","305",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",65,44,18,7,21,5,16,22,21,2,15,10,4,8,14,5,2,14,7,11,15,2,2,0,2
"G130305097021","1990",,,,,,"1","9702",,,"Wayne","305",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",47,39,35,24,33,9,35,34,9,24,0,42,31,32,18,8,19,8,9,28,9,9,0,0,0
"G130305097022","1990",,,,,,"2","9702",,,"Wayne","305",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",34,10,21,39,55,39,37,0,28,22,7,8,0,17,37,26,0,16,9,0,37,10,8,0,0
"G130305097023","1990",,,,,,"3","9702",,,"Wayne","305",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",16,25,14,24,0,0,0,26,7,23,36,17,9,0,25,0,24,0,0,9,8,0,0,0,0
"G130305097024","1990",,,,,,"4","9702",,,"Wayne","305",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",41,33,9,38,8,0,34,0,55,0,42,26,0,9,51,0,20,26,28,17,9,8,0,0,0
"G130305097025","1990",,,,,,"5","9702",,,"Wayne","305",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 5",29,19,13,7,22,11,22,0,12,6,5,9,9,15,0,0,9,0,5,7,30,0,0,0,0
"G130305097031","1990",,,,,,"1","9703",,,"Wayne","305",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",129,120,20,20,36,16,13,58,19,5,21,6,8,8,20,0,14,0,15,14,36,11,22,8,0
"G130305097032","1990",,,,,,"2","9703",,,"Wayne","305",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",66,70,5,0,17,9,5,0,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G130305097033","1990",,,,,,"3","9703",,,"Wayne","305",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",13,45,13,8,5,39,22,0,21,3,5,7,25,0,17,14,13,4,12,14,17,7,0,0,0
"G130305097034","1990",,,,,,"4","9703",,,"Wayne","305",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",45,17,30,28,8,17,8,43,9,23,27,12,0,8,17,0,0,0,12,0,15,8,8,0,0
"G130305097035","1990",,,,,,"5","9703",,,"Wayne","305",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 5",60,62,23,29,6,21,15,15,6,12,33,0,19,0,36,6,7,0,19,12,21,7,0,0,0
"G130305097041","1990",,,,,,"1","9704",,,"Wayne","305",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",67,47,22,17,12,23,32,14,20,6,14,14,9,12,20,9,0,7,11,8,0,0,0,0,0
"G130305097042","1990",,,,,,"2","9704",,,"Wayne","305",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",22,49,30,9,7,36,5,10,13,5,9,5,4,9,16,3,0,5,13,8,16,6,0,0,0
"G130305097043","1990",,,,,,"3","9704",,,"Wayne","305",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",37,52,26,32,10,3,8,15,2,4,12,4,11,8,2,11,0,8,6,7,10,4,0,5,0
"G130305097051","1990",,,,,,"1","9705",,,"Wayne","305",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",49,33,11,12,16,7,10,0,0,6,9,0,15,7,25,7,7,0,0,0,8,7,0,0,0
"G130305097052","1990",,,,,,"2","9705",,,"Wayne","305",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",41,52,12,6,21,6,14,13,0,13,14,0,0,0,8,0,0,0,21,0,0,0,0,0,0
"G130305097053","1990",,,,,,"3","9705",,,"Wayne","305",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",36,28,0,0,4,13,19,5,20,9,8,9,6,0,0,0,7,8,0,0,19,8,0,0,0
"G130305097054","1990",,,,,,"4","9705",,,"Wayne","305",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",7,14,11,23,4,8,16,13,9,15,12,12,41,5,12,11,6,4,22,8,25,12,5,0,0
"G130305097055","1990",,,,,,"5","9705",,,"Wayne","305",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 5",10,37,10,5,20,0,6,21,6,16,22,26,26,0,12,16,5,0,4,23,37,20,12,0,0
"G130305097061","1990",,,,,,"1","9706",,,"Wayne","305",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",25,28,15,13,12,21,41,22,3,6,52,16,17,5,0,19,0,8,11,0,22,0,0,0,0
"G130305097062","1990",,,,,,"2","9706",,,"Wayne","305",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",12,38,27,38,15,7,18,0,15,28,0,8,13,0,7,6,0,21,0,11,26,22,0,0,5
"G130305097063","1990",,,,,,"3","9706",,,"Wayne","305",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",18,39,17,9,14,24,11,4,19,8,7,18,22,4,13,6,6,7,0,15,0,0,0,0,0
"G130307096011","1990",,,,,,"1","9601",,,"Webster","307",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",65,62,21,20,34,27,21,15,22,22,10,18,13,5,3,14,2,8,2,7,6,5,0,0,7
"G130307096021","1990",,,,,,"1","9602",,,"Webster","307",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",46,55,28,18,30,18,43,21,8,20,18,15,16,4,4,7,3,5,8,10,6,16,3,0,2
"G130309098011","1990",,,,,,"1","9801",,,"Wheeler","309",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",38,41,23,9,23,14,23,3,12,11,22,13,19,5,0,0,0,2,6,6,0,0,0,0,0
"G130309098012","1990",,,,,,"2","9801",,,"Wheeler","309",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",47,51,17,16,24,12,0,11,6,7,11,8,0,2,16,3,6,0,2,0,11,3,0,0,0
"G130309098013","1990",,,,,,"3","9801",,,"Wheeler","309",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",77,72,28,9,19,11,21,12,12,13,20,13,3,19,11,8,0,2,9,4,18,0,0,0,0
"G130309098021","1990",,,,,,"1","9802",,,"Wheeler","309",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",58,50,13,21,23,7,26,17,10,20,11,13,11,0,2,6,2,3,6,2,4,7,0,0,0
"G130309098022","1990",,,,,,"2","9802",,,"Wheeler","309",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",51,22,11,33,16,4,22,3,6,24,4,6,8,2,1,4,6,5,0,0,11,2,9,0,2
"G130309098023","1990",,,,,,"3","9802",,,"Wheeler","309",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",43,39,15,36,37,12,23,14,30,27,22,0,3,0,5,24,0,0,8,0,5,0,0,0,9
"G130311095011","1990",,,,,,"1","9501",,,"White","311",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",19,44,11,28,15,21,20,0,14,0,22,0,17,0,20,11,18,0,0,29,23,18,0,0,0
"G130311095012","1990",,,,,,"2","9501",,,"White","311",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",20,44,23,20,24,16,29,31,17,15,4,25,15,6,16,0,7,8,2,6,24,23,4,8,11
"G130311095021","1990",,,,,,"1","9502",,,"White","311",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",21,47,52,36,10,10,19,26,15,35,13,35,21,14,3,7,20,2,9,19,27,18,7,0,12
"G130311095022","1990",,,,,,"2","9502",,,"White","311",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",37,26,15,49,59,56,28,41,32,48,10,10,13,12,29,0,0,0,34,0,9,0,0,9,0
"G130311095023","1990",,,,,,"3","9502",,,"White","311",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",66,64,32,50,23,26,75,33,76,29,45,22,0,16,36,10,29,18,23,0,48,9,0,0,0
"G130311095024","1990",,,,,,"4","9502",,,"White","311",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",53,65,50,28,10,33,29,32,31,23,59,16,6,15,30,16,2,0,9,3,27,2,3,0,4
"G130311095025","1990",,,,,,"5","9502",,,"White","311",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 5",40,74,38,16,31,20,24,22,25,31,30,13,33,11,6,23,8,8,13,39,38,23,4,3,4
"G130311095031","1990",,,,,,"1","9503",,,"White","311",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",77,42,31,21,39,39,55,41,39,19,6,27,32,19,27,15,6,13,44,11,35,12,6,0,0
"G130311095032","1990",,,,,,"2","9503",,,"White","311",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",41,102,36,36,30,19,55,27,30,37,12,30,44,24,20,17,17,14,29,14,15,0,8,0,0
"G130313000011","1990",,,,,,"1","0001",,,"Whitfield","313",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",0,0,15,10,0,0,33,10,47,11,11,19,20,32,13,12,0,0,23,11,0,0,0,0,0
"G130313000012","1990",,,,,,"2","0001",,,"Whitfield","313",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",48,13,20,12,20,0,19,0,30,19,30,0,22,9,10,10,9,8,12,12,32,0,0,0,0
"G130313000013","1990",,,,,,"3","0001",,,"Whitfield","313",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",23,46,16,25,29,16,12,11,31,26,31,12,3,21,2,0,0,2,0,3,11,0,0,0,0
"G130313000014","1990",,,,,,"4","0001",,,"Whitfield","313",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",33,24,29,11,34,42,39,10,19,29,23,11,36,37,17,11,6,6,33,13,8,16,4,0,0
"G130313000015","1990",,,,,,"5","0001",,,"Whitfield","313",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 5",3,12,10,0,4,9,2,3,4,0,37,14,0,12,35,30,33,20,71,50,85,47,23,6,0
"G130313000016","1990",,,,,,"6","0001",,,"Whitfield","313",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 6",29,48,11,22,22,62,19,29,8,23,40,30,9,19,35,10,10,22,6,9,60,14,3,0,0
"G130313000021","1990",,,,,,"1","0002",,,"Whitfield","313",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",34,28,16,19,21,12,34,41,10,29,5,21,9,6,10,6,20,15,11,0,9,0,11,0,12
"G130313000022","1990",,,,,,"2","0002",,,"Whitfield","313",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",26,22,0,34,14,6,13,11,39,19,0,12,9,11,23,9,10,10,26,7,26,22,5,0,4
"G130313000023","1990",,,,,,"3","0002",,,"Whitfield","313",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",15,54,17,30,26,15,23,12,33,21,23,5,33,11,20,6,11,10,28,33,23,17,0,0,0
"G130313000031","1990",,,,,,"1","0003",,,"Whitfield","313",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",24,27,63,18,18,9,29,44,18,46,21,0,26,25,24,18,8,7,32,31,25,0,13,0,6
"G130313000032","1990",,,,,,"2","0003",,,"Whitfield","313",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",25,35,0,25,14,14,13,7,18,0,23,17,7,15,15,29,16,7,23,16,27,15,0,0,0
"G130313000033","1990",,,,,,"3","0003",,,"Whitfield","313",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",29,22,35,31,13,62,53,11,43,50,37,0,36,27,33,30,36,14,72,20,24,32,0,0,0
"G130313000034","1990",,,,,,"4","0003",,,"Whitfield","313",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",21,24,0,30,16,23,39,25,0,17,19,68,26,59,48,14,39,18,47,34,77,57,6,0,6
"G130313000035","1990",,,,,,"5","0003",,,"Whitfield","313",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 5",11,0,6,13,0,0,7,43,30,0,6,20,6,0,19,7,20,8,18,7,21,11,0,0,0
"G130313000041","1990",,,,,,"1","0004",,,"Whitfield","313",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",11,7,21,13,6,14,35,9,0,23,39,0,0,8,6,18,0,4,0,0,20,9,0,0,0
"G130313000042","1990",,,,,,"2","0004",,,"Whitfield","313",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",33,9,0,0,30,9,46,0,0,28,12,12,23,0,12,0,0,10,0,0,0,13,0,0,0
"G130313000043","1990",,,,,,"3","0004",,,"Whitfield","313",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",54,11,38,22,19,17,25,20,14,0,29,0,15,9,0,0,23,0,0,8,9,18,0,0,8
"G130313000044","1990",,,,,,"4","0004",,,"Whitfield","313",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",25,29,24,21,16,19,46,16,28,36,20,10,9,42,19,8,7,18,18,33,26,14,0,0,0
"G130313000045","1990",,,,,,"5","0004",,,"Whitfield","313",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 5",119,123,45,14,38,11,32,0,30,0,11,0,13,0,5,10,0,0,8,22,0,0,0,0,0
"G130313000046","1990",,,,,,"6","0004",,,"Whitfield","313",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 6",33,51,86,29,32,35,0,0,11,0,22,7,0,0,19,15,0,0,11,0,8,0,0,0,0
"G130313000051","1990",,,,,,"1","0005",,,"Whitfield","313",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",48,115,8,56,69,70,44,32,68,49,29,27,47,25,30,29,17,9,19,42,19,19,7,20,9
"G130313000052","1990",,,,,,"2","0005",,,"Whitfield","313",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",59,74,19,46,18,16,20,31,39,0,18,16,7,10,12,0,5,0,8,0,0,0,0,0,0
"G130313000053","1990",,,,,,"3","0005",,,"Whitfield","313",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",9,45,0,12,0,20,29,13,9,0,0,0,22,0,0,0,0,0,9,6,8,0,0,0,0
"G130313000054","1990",,,,,,"4","0005",,,"Whitfield","313",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",65,102,15,32,52,16,33,28,8,0,11,17,9,11,10,10,14,0,8,0,8,16,0,10,0
"G130313000055","1990",,,,,,"5","0005",,,"Whitfield","313",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 5",94,83,34,16,27,31,48,0,26,0,0,0,52,0,25,23,10,10,14,0,20,0,0,0,0
"G130313000056","1990",,,,,,"6","0005",,,"Whitfield","313",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 6",0,0,29,0,6,0,36,17,0,14,0,17,35,0,20,0,8,0,0,0,0,0,0,0,0
"G130313000057","1990",,,,,,"7","0005",,,"Whitfield","313",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 7",41,17,10,0,51,24,27,33,9,32,21,15,25,8,0,8,26,0,28,0,8,0,0,8,0
"G13031300006981","1990",,,,,,"1","000698",,,"Whitfield","313",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",14,43,5,29,46,23,47,40,24,16,27,15,13,40,16,22,23,27,27,37,20,16,10,0,6
"G13031300006982","1990",,,,,,"2","000698",,,"Whitfield","313",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",10,11,21,14,13,22,11,19,19,7,12,11,22,11,6,10,4,2,4,9,2,6,0,0,0
"G13031300006983","1990",,,,,,"3","000698",,,"Whitfield","313",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",0,8,0,8,21,26,26,13,0,11,8,10,0,7,0,17,9,0,17,9,0,0,0,4,5
"G13031300006984","1990",,,,,,"4","000698",,,"Whitfield","313",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",4,38,6,6,7,22,13,6,21,14,11,23,8,12,6,10,7,5,11,4,12,0,11,6,0
"G130313000071","1990",,,,,,"1","0007",,,"Whitfield","313",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",26,7,14,7,15,6,8,4,7,8,46,6,29,18,13,6,6,14,13,7,0,8,0,0,9
"G130313000072","1990",,,,,,"2","0007",,,"Whitfield","313",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",11,18,0,17,18,17,14,23,26,10,12,12,8,11,11,27,0,11,18,7,38,23,6,5,14
"G130313000073","1990",,,,,,"3","0007",,,"Whitfield","313",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",13,22,16,0,6,6,18,32,0,6,32,0,24,0,9,30,7,0,6,0,15,7,8,0,7
"G130313000074","1990",,,,,,"4","0007",,,"Whitfield","313",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",20,40,14,29,8,32,30,28,26,14,6,6,28,6,13,0,22,12,29,0,26,0,0,0,0
"G130313000081","1990",,,,,,"1","0008",,,"Whitfield","313",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",16,5,19,29,46,28,55,77,75,26,47,8,46,14,26,8,7,0,26,26,43,38,16,27,47
"G130313000082","1990",,,,,,"2","0008",,,"Whitfield","313",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",17,30,21,0,16,10,26,14,14,15,32,27,26,17,25,8,0,0,57,16,68,0,0,10,9
"G130313000083","1990",,,,,,"3","0008",,,"Whitfield","313",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",0,46,0,27,0,8,10,31,27,31,15,13,10,18,23,8,14,0,0,12,44,9,0,0,14
"G130313000084","1990",,,,,,"4","0008",,,"Whitfield","313",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",33,24,18,0,24,18,16,48,47,32,22,0,15,7,22,14,22,0,7,16,58,14,17,0,13
"G130313000091","1990",,,,,,"1","0009",,,"Whitfield","313",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",25,54,47,36,17,8,8,16,0,39,9,18,8,0,0,12,10,11,24,0,0,7,7,0,0
"G130313000092","1990",,,,,,"2","0009",,,"Whitfield","313",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",0,9,9,29,21,38,23,0,6,6,40,6,20,0,23,22,6,0,30,35,35,62,22,6,36
"G130313000093","1990",,,,,,"3","0009",,,"Whitfield","313",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",9,13,0,0,10,9,0,9,8,0,7,6,6,5,0,14,14,13,6,20,25,46,7,5,22
"G130313000094","1990",,,,,,"4","0009",,,"Whitfield","313",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",0,9,23,27,15,19,13,0,7,0,22,7,7,0,0,8,0,14,13,12,5,74,16,5,31
"G130313000101","1990",,,,,,"1","0010",,,"Whitfield","313",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",28,35,23,12,27,16,17,20,21,19,7,7,20,14,6,5,7,10,15,0,0,0,0,0,0
"G130313000102","1990",,,,,,"2","0010",,,"Whitfield","313",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",41,42,20,5,12,6,7,22,13,6,0,7,6,0,6,0,0,0,0,7,0,0,0,0,0
"G130313000103","1990",,,,,,"3","0010",,,"Whitfield","313",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",18,0,16,18,16,6,0,5,20,6,28,0,7,5,0,5,0,0,4,9,0,7,0,0,0
